"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
364056,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,CINCINNATI,OH,45242,HAMILTON,Hours of physical-restraint use,0.00,0,9228,,Hours of seclusion use,0.00,0,9228,,Patients discharged on multiple antipsychotic medications with appropriate justification,41.00,32,,Screening for metabolic disorders (SMD),95,452,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,89,27,,48,27,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),96,566,,Timely transmission of transition record (TR2),96,566,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,9.1,11,,9.1,11,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,477,20.5,17.0,24.2,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),83,281,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364057,BLUERIDGE VISTA HEALTH AND WELLNESS,5500 VERULAM AVENUE,CINCINNATI,OH,45213,HAMILTON,Hours of physical-restraint use,0.06,9.75,6411,,Hours of seclusion use,0.05,7.92,6411,,Patients discharged on multiple antipsychotic medications with appropriate justification,23.00,13,,Screening for metabolic disorders (SMD),94,154,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,100,85,,4,85,,Tobacco use treatment provided or offered,100,65,,92,65,,Tobacco use treatment provided or offered at discharge,100,58,,7,58,,Transition record with specified elements received by discharged patients (TR1),100,305,,Timely transmission of transition record (TR2),99,305,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,26.1,46,,17.4,46,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,62.9,143,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,340,20.2,16.4,24.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,294,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),47.2,92,,10/01/2021,12/31/2021
364058,SUN BEHAVIORAL COLUMBUS,900 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,FRANKLIN,Hours of physical-restraint use,0.02,5.6,13160,,Hours of seclusion use,0.03,9.85,13160,,Patients discharged on multiple antipsychotic medications with appropriate justification,65.00,20,,Screening for metabolic disorders (SMD),44,216,,Alcohol use brief intervention provided or offered,86,49,,71,49,,Alcohol and other drug use disorder treatment provided or offered at discharge,43,139,,33,139,,Tobacco use treatment provided or offered,58,213,,1,213,,Tobacco use treatment provided or offered at discharge,63,208,,0,208,,Transition record with specified elements received by discharged patients (TR1),94,456,,Timely transmission of transition record (TR2),62,456,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.8,83,,22.9,83,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,66.7,267,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,309,20.5,17.0,24.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),55,475,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),70.7,246,,10/01/2021,12/31/2021
364059,ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,44236,SUMMIT,Hours of physical-restraint use,0.00,0,6684,,Hours of seclusion use,0.00,0,6684,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,48,,Screening for metabolic disorders (SMD),100,294,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,91,23,,43,23,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),97,343,,Timely transmission of transition record (TR2),97,343,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,268,20.6,16.5,25.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),99,174,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),50.3,84,,10/01/2021,12/31/2021
364060,GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44504,MAHONING,Hours of physical-restraint use,0.00,0,9061,,Hours of seclusion use,0.04,9.35,9061,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),24,192,,Alcohol use brief intervention provided or offered,64,25,,64,25,,Alcohol and other drug use disorder treatment provided or offered at discharge,16,133,,16,133,,Tobacco use treatment provided or offered,44,136,,31,136,,Tobacco use treatment provided or offered at discharge,2,123,,1,123,,Transition record with specified elements received by discharged patients (TR1),67,306,,Timely transmission of transition record (TR2),28,306,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.5,84,,16.7,84,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.9,178,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,294,18,14.7,21.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),22,306,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),54.8,58,,10/01/2021,12/31/2021
364061,RIVER VISTA HEALTH AND WELLNESS LLC,1599 ALUM CREEK DRIVE,COLUMBUS,OH,43209,FRANKLIN,Hours of physical-restraint use,0.00,1,10903,,Hours of seclusion use,0.02,6.45,10903,,Patients discharged on multiple antipsychotic medications with appropriate justification,16.00,19,,Screening for metabolic disorders (SMD),42,174,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,48,61,,16,61,,Tobacco use treatment provided or offered,78,18,,17,18,,Tobacco use treatment provided or offered at discharge,65,17,,12,17,,Transition record with specified elements received by discharged patients (TR1),97,315,,Timely transmission of transition record (TR2),97,315,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30.1,73,,17.8,73,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,62.7,102,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,184,22.3,17.5,28.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),34,332,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),49.4,131,,10/01/2021,12/31/2021
364062,MOUNT CARMEL BEHAVIORAL HEALTH,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,FRANKLIN,Hours of physical-restraint use,0.00,1.68,17303,,Hours of seclusion use,0.08,32.29,17303,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),72,191,,Alcohol use brief intervention provided or offered,94,33,,33,33,,Alcohol and other drug use disorder treatment provided or offered at discharge,54,123,,20,123,,Tobacco use treatment provided or offered,95,145,,5,145,,Tobacco use treatment provided or offered at discharge,91,141,,1,141,,Transition record with specified elements received by discharged patients (TR1),95,360,,Timely transmission of transition record (TR2),61,360,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71,31,,22.6,31,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,44,19.8,14.7,26.3,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),31,176,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),67.7,154,,10/01/2021,12/31/2021
364063,GEORGETOWN BEHAVIORAL HOSPITAL,425 HOME STREET,GEORGETOWN,OH,45121,BROWN,Hours of physical-restraint use,0.00,0,892,,Hours of seclusion use,0.00,0,892,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),53,17,,Alcohol use brief intervention provided or offered,100,18,,94,18,,Alcohol and other drug use disorder treatment provided or offered at discharge,94,34,,91,34,,Tobacco use treatment provided or offered,79,43,,7,43,,Tobacco use treatment provided or offered at discharge,94,32,,0,32,,Transition record with specified elements received by discharged patients (TR1),0,42,,Timely transmission of transition record (TR2),0,42,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,62,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,5,10/01/2021,12/31/2021
364064,SUNRISEVISTA HEALTH AND WELLNESS,1223 MARKET AVENUE NORTH,CANTON,OH,44714,STARK,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),50.2,72,,10/01/2021,12/31/2021
370008,NORMAN REGIONAL,901 N PORTER,NORMAN,OK,73070,CLEVELAND,Hours of physical-restraint use,0.00,0,18023,,Hours of seclusion use,0.00,0,18023,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,45,,Screening for metabolic disorders (SMD),96,216,,Alcohol use brief intervention provided or offered,98,122,,97,122,,Alcohol and other drug use disorder treatment provided or offered at discharge,93,161,,93,161,,Tobacco use treatment provided or offered,98,220,,84,220,,Tobacco use treatment provided or offered at discharge,86,200,,6,200,,Transition record with specified elements received by discharged patients (TR1),97,514,,Timely transmission of transition record (TR2),96,514,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71.1,38,,23.7,38,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,72.3,141,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,171,20.9,16.6,25.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,262,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),85.4,900,,10/01/2021,12/31/2021
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,74006,WASHINGTON,Hours of physical-restraint use,0.00,0.03,2376,,Hours of seclusion use,0.10,5.5,2376,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),69,127,,Alcohol use brief intervention provided or offered,10,21,,10,21,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,53,17,,12,17,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),68,161,,Timely transmission of transition record (TR2),67,161,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,57,20.3,14.3,27.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),65,71,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.3,17,,10/01/2021,12/31/2021
